pathway_name,pathway_source,num_overlapping_genes,overlapping_genes,num_all_pathway_genes,P_genes,Q_genes,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites,P_joint,Q_joint
Aryl Hydrocarbon Receptor Pathway,Wikipathways,1,EGFR,46 (46),0.259,1,0,,0 (1),1,1,0.259,1
Envelope proteins and their potential roles in EDMD physiopathology,Wikipathways,1,LBR,46 (46),0.259,1,0,,0 (0),1,1,0.259,1
Proteasome - Homo sapiens (human),KEGG,1,PSMB10,46 (46),0.259,1,0,,0 (0),1,1,0.259,1
Validated transcriptional targets of deltaNp63 isoforms,PID,1,FASN,47 (47),0.264,1,0,,0 (0),1,1,0.264,1
Exercise-induced Circadian Regulation,Wikipathways,1,GSTM3,48 (48),0.268,1,0,,0 (0),1,1,0.268,1
IL-3 signaling pathway,Wikipathways,1,INPP5D,49 (49),0.273,1,0,,0 (0),1,1,0.273,1
EGF-EGFR signaling pathway,Wikipathways,2,INPP5D;EGFR,162 (162),0.282,1,0,,0 (0),1,1,0.282,1
JAK-STAT signaling pathway - Homo sapiens (human),KEGG,2,EGFR;AOX1,162 (162),0.282,1,0,,0 (0),1,1,0.282,1
IL3,NetPath,1,INPP5D,51 (51),0.282,1,0,,0 (0),1,1,0.282,1
Netrin-UNC5B signaling pathway,Wikipathways,1,INPP5D,52 (52),0.287,1,0,,0 (0),1,1,0.287,1
hiv-1 nef: negative effector of fas and tnf,BioCarta,1,GSN,53 (53),0.292,1,0,,0 (0),1,1,0.292,1
IL-4 signaling pathway,Wikipathways,1,INPP5D,54 (54),0.296,1,0,,0 (0),1,1,0.296,1
TGF-beta Receptor Signaling,Wikipathways,1,ENG,55 (55),0.301,1,0,,0 (0),1,1,0.301,1
Neurexins and neuroligins,Reactome,1,EPB41L1,57 (57),0.31,1,0,,0 (0),1,1,0.31,1
mapkinase signaling pathway,BioCarta,1,GCK,57 (57),0.31,1,0,,0 (0),1,1,0.31,1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway,Wikipathways,3,COL5A2;EGFR;SLC2A2,302 (302),0.311,1,0,,0 (2),1,1,0.311,1
Notch,NetPath,1,POFUT1,58 (58),0.315,1,0,,0 (0),1,1,0.315,1
TGF-beta receptor signaling in skeletal dysplasias,Wikipathways,1,ENG,59 (59),0.319,1,0,,0 (0),1,1,0.319,1
Kit receptor signaling pathway,Wikipathways,1,INPP5D,59 (59),0.319,1,0,,0 (0),1,1,0.319,1
IL-1 JNK,INOH,1,PSMB10,62 (62),0.332,1,0,,0 (0),1,1,0.332,1
Leptin,NetPath,1,EGFR,62 (62),0.332,1,0,,0 (0),1,1,0.332,1
IL4,NetPath,1,INPP5D,63 (63),0.337,1,0,,0 (0),1,1,0.337,1
IL-1 NFkB,INOH,1,PSMB10,64 (64),0.341,1,0,,0 (0),1,1,0.341,1
DroToll-like,INOH,1,PSMB10,65 (65),0.345,1,0,,0 (1),1,1,0.345,1
IL4-mediated signaling events,PID,1,INPP5D,65 (65),0.345,1,0,,0 (0),1,1,0.345,1
IL-1 p38,INOH,1,PSMB10,66 (66),0.349,1,0,,0 (0),1,1,0.349,1
Beta1 integrin cell surface interactions,PID,1,COL5A2,66 (66),0.349,1,0,,0 (0),1,1,0.349,1
AGE-RAGE pathway,Wikipathways,1,EGFR,66 (66),0.349,1,0,,0 (0),1,1,0.349,1
TNF,INOH,1,PSMB10,67 (67),0.354,1,0,,0 (0),1,1,0.354,1
Regulation of Telomerase,PID,1,EGFR,68 (68),0.358,1,0,,0 (0),1,1,0.358,1
Prolactin,NetPath,1,EGFR,70 (70),0.366,1,0,,0 (0),1,1,0.366,1
KitReceptor,NetPath,1,INPP5D,70 (70),0.366,1,0,,0 (0),1,1,0.366,1
Adherens junction - Homo sapiens (human),KEGG,1,EGFR,71 (71),0.37,1,0,,0 (0),1,1,0.37,1
Alpha6Beta4Integrin,NetPath,1,EGFR,71 (71),0.37,1,0,,0 (0),1,1,0.37,1
Hedgehog,INOH,1,PSMB10,72 (72),0.374,1,0,,0 (0),1,1,0.374,1
Parkin-Ubiquitin Proteasomal System pathway,Wikipathways,1,SEPTIN5,73 (73),0.378,1,0,,0 (0),1,1,0.378,1
Viral carcinogenesis - Homo sapiens (human),KEGG,2,HPN;GSN,203 (204),0.38,1,0,,0 (0),1,1,0.38,1
Neutrophil degranulation,Reactome,4,PYGL;VAT1;GSN;SERPINB6,486 (487),0.386,1,0,,0 (0),1,1,0.386,1
Regulatory circuits of the STAT3 signaling pathway,Wikipathways,1,EGFR,78 (78),0.398,1,0,,0 (0),1,1,0.398,1
Notch,INOH,1,PSMB10,78 (78),0.398,1,0,,0 (0),1,1,0.398,1
Complement and coagulation cascades - Homo sapiens (human),KEGG,1,MBL2,85 (85),0.425,1,0,,0 (1),1,1,0.425,1
Androgen receptor signaling pathway,Wikipathways,1,EGFR,89 (89),0.44,1,0,,0 (0),1,1,0.44,1
TNFalpha,NetPath,2,PPP1R12A;EGFR,234 (234),0.449,1,0,,0 (0),1,1,0.449,1
Staphylococcus aureus infection - Homo sapiens (human),KEGG,1,MBL2,94 (96),0.458,1,0,,0 (2),1,1,0.458,1
Pathways Regulating Hippo Signaling,Wikipathways,1,EGFR,98 (98),0.472,1,0,,0 (0),1,1,0.472,1
Hematopoietic cell lineage - Homo sapiens (human),KEGG,1,CD9,98 (99),0.472,1,0,,0 (0),1,1,0.472,1
B Cell Receptor Signaling Pathway,Wikipathways,1,INPP5D,98 (98),0.472,1,0,,0 (0),1,1,0.472,1
JAK-STAT-Core,Signalink,1,EGFR,104 (104),0.493,1,0,,0 (0),1,1,0.493,1
EGF-Core,Signalink,1,EGFR,105 (105),0.496,1,0,,0 (0),1,1,0.496,1
HCMV Early Events,Reactome,1,EGFR,109 (109),0.509,1,0,,0 (2),1,1,0.509,1
HCMV Infection,Reactome,1,EGFR,113 (113),0.522,1,0,,0 (3),1,1,0.522,1
Gastrin signaling pathway,Wikipathways,1,EGFR,114 (114),0.525,1,0,,0 (0),1,1,0.525,1
TGF-beta super family signaling pathway canonical,INOH,1,PSMB10,115 (115),0.528,1,0,,0 (0),1,1,0.528,1
Biochemical Pathways Part I,Wikipathways,0,,0 (0),1,1,4,HMDB0000036;HMDB0000128;HMDB0000273;HMDB0001290,465 (469),0.53,1,0.53,1
Wnt Canonical,INOH,1,PSMB10,120 (120),0.543,1,0,,0 (0),1,1,0.543,1
Wnt Mammals,INOH,1,PSMB10,120 (120),0.543,1,0,,0 (0),1,1,0.543,1
BCR,NetPath,1,IGHM,129 (129),0.569,1,0,,0 (0),1,1,0.569,1
Regulation of toll-like receptor signaling pathway,Wikipathways,1,MBL2,145 (145),0.612,1,0,,0 (2),1,1,0.612,1
Non-alcoholic fatty liver disease - Homo sapiens (human),KEGG,1,PKLR,150 (150),0.625,1,0,,0 (2),1,1,0.625,1
Phagosome - Homo sapiens (human),KEGG,1,MBL2,151 (152),0.627,1,0,,0 (1),1,1,0.627,1
Nonalcoholic fatty liver disease,Wikipathways,1,PKLR,155 (155),0.637,1,0,,0 (4),1,1,0.637,1
TGF_beta_Receptor,NetPath,1,ENG,173 (173),0.677,1,0,,0 (0),1,1,0.677,1
Vitamin D Receptor Pathway,Wikipathways,1,CD9,184 (184),0.7,1,0,,0 (1),1,1,0.7,1
IL-7 signaling,INOH,1,EGFR,185 (185),0.702,1,0,,0 (0),1,1,0.702,1
EPO signaling,INOH,1,EGFR,186 (186),0.704,1,0,,0 (0),1,1,0.704,1
TCR,NetPath,1,INPP5D,243 (244),0.797,1,0,,0 (0),1,1,0.797,1
EGFR1,NetPath,2,EGFR;GSN,454 (455),0.798,1,0,,0 (0),1,1,0.798,1
MicroRNAs in cancer - Homo sapiens (human),KEGG,1,EGFR,310 (310),0.87,1,0,,0 (0),1,1,0.87,1
VEGFA-VEGFR2 Signaling Pathway,Wikipathways,1,ENG,433 (433),0.943,1,0,,0 (0),1,1,0.943,1
